Date,Exchange Rate,Prime_Rate,INDINF_CPI_Q,GDP,W.MTLS,Open,Gold_Price_in_USD,Ontario_population,Ontario_Immigrants_International,Ontario_Emigrants_International,Ontario_In_migrant_Interprovincial,Ontario_Out_migrant_Interprovincial,Crime_severity_index_toronto,Toronto_median_age,UT_Graduate_Enrolment,UT_Undergraduate_Enrolment,UT_Total_Enrolment,Ryerson_Total_Enrolment,York_Total_Enrolment,Unemployment_rate_toronto,Participation_rate_toronto,Employment_rate_toronto,Toronto_population,Sales_Total,Avg_Price_Month,New Units Number (Plan for construction),New Units Number (construction complete),Prime_Rate_2,Bank_of_Canada_Overnight_Rate
2010-04-01,1.00457115,2.25,1.4,37299.26249,639.85,2473.290969,1144.2,13088106,35311,6338,17523,18976,59.17851573,39.65793071,13116,52286,65402,27537,54100,9.4,67.7,61.3,5703141.137,1781,325237.9882,1730,2121,2.25,0.25
2010-05-01,1.039673762,2.25,1.460963861,37533.68525,614.9225,2324.919006,1199.433333,13102103.18,36794.64655,7374.748927,18642.5205,19278.5537,58.81604182,39.675393,13116,52286,65402,27537,54100,9.2,67.9,61.6,5710350.096,1535,340555.6,2145,721,2.25,0.25
2010-06-01,1.038186364,2.5,1.624467937,37668.63182,591.09,2243.438188,1229.671429,13118353.97,36600.10352,8774.370529,19486.75891,18949.19958,58.44044585,39.69246668,13116,52286,65402,27537,54100,8.9,68,61.9,5717731.373,1432,332991.9232,1429,3030,2.5,0.5
2010-07-01,1.043340182,2.625,1.8,37609.65273,590.18,2206.47955,1192.386364,13135778,34885,9270,18920,18030,58.0759598,39.70805023,13116,52286,65402,27537,54100,8.9,68.3,62.2,5724808.757,1108,332094.3132,1460,2856,2.75,0.75
2010-08-01,1.040296636,2.75,1.98518801,37767.77236,615.0925,2204.352284,1210.738182,13155531.24,31560.53054,8687.594957,16714.15223,16463.33836,57.70484821,39.72361583,13116,52286,65402,27537,54100,9.8,69.1,62.3,5732085.423,1143,330952.196,1873,2572,2.75,0.75
2010-09-01,1.034401,2.9,2.166877574,37831.5482,629.536,2292.121431,1265.099048,13175821.44,27028.46815,7235.356881,13298.6238,14460.65592,57.3471591,39.73915069,13116,52286,65402,27537,54100,9.8,68,61.4,5739362.151,1089,329329.8595,1803,2049,3,1
2010-10-01,1.018332238,3,2.3,37985.741,664.42,2437.522856,1338.891429,13189339,23471,6299,11178,13128,57.01380448,39.75415619,13116,52286,65402,27537,54100,8.5,67.8,62,5746404.284,1169,337753.6972,746,2001,3,1
2010-11-01,1.012563,3,2.386956357,38121.45528,671.0775,2529.120943,1366.552727,13195895.14,20976.1997,6029.381182,10595.05547,12544.32161,56.68256073,39.76963272,13116,52286,65402,27537,54100,8.3,67.6,62,5753681.297,1253,340879.7829,3299,1739,3,1
2010-12-01,1.008083652,3,2.442564563,38383.62021,680.454,2629.975009,1389.525714,13196327.03,19744.60742,6330.419451,11389.707,12706.29702,56.3747984,39.78458179,13116,52286,65402,27537,54100,8.4,68.5,62.7,5760723.704,892,342008.5404,829,1320,3,1
2011-01-01,0.993814,3,2.6,38426.33449,696.1625,2716.497485,1360.636316,13198650,19945,6503,12362,13365,56.07,39.8,13385,53226,66611,28334,54300,8.5,68.8,63,5768001,805,327867.882,1420,2197,3,1
2011-02-01,0.9879476,3,2.880502961,38441.15099,729.1,2777.054739,1367.5315,13204203.93,21684.15408,6415.637324,13280.29282,14480.04533,55.77864105,39.81538857,13385,53226,66611,28334,54300,8,67.8,62.3,5775278.44,1158,355614.5363,2067,2215,3,1
2011-03-01,0.976598348,3,3.205340326,38570.24042,726.766,2722.855649,1417.43,13211832.76,24333.07399,6217.718666,14157.9822,15873.4193,55.52702962,39.82926245,13385,53226,66611,28334,54300,8.6,67.7,61.9,5781851.736,1645,352319.9009,2878,921,3,1
2011-04-01,0.957986474,3,3.4,38603.70151,741.61,2796.007019,1470.683889,13221999,26719,6610,15857,17801,55.26124896,39.84459462,13385,53226,66611,28334,54300,8.5,68,62.2,5789129.45,1427,351763.2761,3262,1149,3,1
2011-05-01,0.967781227,3,3.385313434,38482.15679,726.095,2815.413783,1510.328182,13233375.82,28209.98031,7717.033924,18333.77798,20044.8816,55.01683802,39.85940397,13385,53226,66611,28334,54300,8.4,67.8,62.1,5796172.537,1575,355347.393,2173,1905,3,1
2011-06-01,0.977440273,3,3.190534417,38681.19396,723.56,2688.829113,1524.748571,13246745.53,28901.88186,9362.482991,21272.48823,22386.72357,54.77750273,39.87467782,13385,53226,66611,28334,54300,8.3,67.6,61.9,5803450.535,1746,358880.921,2437,4778,3,1
2011-07-01,0.956142095,3,3,38872.05459,775.6525,2809.688525,1564.927143,13261381,28730,10019,21751,22585,54.55868408,39.88943073,13385,53226,66611,28334,54300,8.1,66.9,61.5,5810493.896,1452,353189.0716,3273,1822,3,1
2011-08-01,0.981016478,3,2.831240783,39143.83043,779.668,2509.078252,1755.110435,13278281.77,27679.34421,9480.213042,19320.26763,20284.99669,54.32614717,39.90518691,13385,53226,66611,28334,54300,8.1,66.8,61.4,5817749.834,1393,364437.2268,2337,2064,3,1
2011-09-01,1.002049136,3,2.693169515,39314.57143,761.995,2526.572893,1775.912727,13296002.63,25864.98187,7959.108379,14626.07399,16087.22882,54.06370895,39.92210611,13385,53226,66611,28334,54300,8.3,66.8,61.3,5824956.627,1355,350145.7255,2298,2999,3,1
2011-10-01,1.020363,3,2.6,39257.5993,711.98,2585.84811,1660.042,13308659,24043,6914,11722,13683,53.78121809,39.93958823,13385,53226,66611,28334,54300,8.6,66.4,60.7,5831884.095,1358,367714.7835,2573,1045,3,1
2011-11-01,1.025251636,3,2.547367093,39287.64925,720.312,2609.410482,1734.293636,13316227.6,22200.61006,6499.180473,11038.18932,13481.72493,53.45984187,39.95879872,13385,53226,66611,28334,54300,8.6,66.6,60.9,5838994.07,1337,364980.9843,1094,1525,3,1
2011-12-01,1.022959524,3,2.520237085,39442.35424,717.01,2607.424293,1646.671,13319130.61,20671.5812,6630.736548,12344.51825,15227.44142,53.12031423,39.97849821,13385,53226,66611,28334,54300,8.3,66.1,60.6,5845827.844,943,351104.5069,2406,1081,3,1
2012-01-01,1.013069818,3,2.4,39350.36818,741.085,2737.268982,1647.4185,13323332,20716,6616,13990,17332,52.74,40,13754,54334,68088,29651,54400,9.2,66.6,60.4,5852841,775,343835.3535,3096,2615,3,1
2012-02-01,0.997674952,3,2.166692768,39246.72822,776.76,2923.049988,1740.488095,13329710.95,22637.1731,6331.875668,15647.90886,19459.6703,52.32973367,40.02266621,13754,54334,68088,29651,54400,8.3,65.9,60.4,5859804.954,1212,371333.7434,1931,851,3,1
2012-03-01,0.993943545,3,1.867003273,39335.50174,761.2,3031.825473,1672.181818,13337651.71,25735.93717,5938.92536,17167.14041,21399.86394,51.91882029,40.04492425,13754,54334,68088,29651,54400,8.8,66.6,60.7,5866275.077,1584,361800.3813,3639,2344,3,1
2012-04-01,0.992872421,3,1.6,39481.99652,740.375,3036.823511,1647.380556,13348263,27773,6166,18469,22943,51.45058214,40.0698442,13754,54334,68088,29651,54400,9,66.4,60.5,5873143.799,1534,360806.8357,4563,889,3,1
2012-05-01,1.010190864,3,1.41611502,39559.07549,721.682,2905.025457,1586.114783,13360622.73,28071.4516,7145.19653,19366.72532,23839.24579,50.96893007,40.09506896,13754,54334,68088,29651,54400,9.3,66.7,60.5,5879744.102,1632,368147.4161,3399,2005,3,1
2012-06-01,1.027831,3,1.295173075,39597.44135,699.885,2849.240932,1592.918571,13375384.99,26920.78849,8687.545173,19774.33637,23995.00724,50.44175392,40.12228019,13754,54334,68088,29651,54400,8.7,66.9,61.1,5886516.007,1415,364597.2587,2796,979,3,1
2012-07-01,1.014051182,3,1.2,39553.09059,634.365,2919.455729,1588.647727,13390632,25927,9249,18837,22529,49.90306506,40.14972233,13754,54334,68088,29651,54400,8.5,67.1,61.4,5893022.615,1246,347996.5201,2863,1476,3,1
2012-08-01,0.993163696,3,1.116334665,39561.17073,684.026,3029.418691,1623.557391,13407210.32,25293.4333,8612.741787,16346.39877,19190.14648,49.34744061,40.17809909,13754,54334,68088,29651,54400,8.7,67.2,61.3,5899691.659,1072,349488.6045,3988,1541,3,1
2012-09-01,0.9788093,3,1.048162432,39631.66434,729.375,3134.770559,1737.5895,13423738.19,24998.31337,7015.748881,12724.57506,14576.67345,48.82694262,40.2052374,13754,54334,68088,29651,54400,8.4,67.5,61.8,5906298.607,934,377422.1595,2681,1504,3,1
2012-10-01,0.986615174,3,1,39560.61672,730.16,3070.490002,1741.379091,13434943,24707,6029,10365,11995,48.35671223,40.2303199,13754,54334,68088,29651,54400,8.7,68.1,62.1,5912633.295,1141,358740.4864,2576,2373,3,1
2012-11-01,0.996863318,3,0.969139509,39753.25784,714.08,2941.223819,1719.598636,13440792.13,24346.15172,5828.96917,9475.77297,11782.13083,47.90540073,40.25501878,13754,54334,68088,29651,54400,8.2,67.7,62.1,5919118.037,987,350539.8055,2233,1377,3,1
2012-12-01,0.989644895,3,0.950710715,39688.79675,728.58,3001.478491,1683.552632,13441908.28,24084.13453,6289.186001,10065.55909,13716.52233,47.50212501,40.27774055,13754,54334,68088,29651,54400,8.5,68,62.2,5925334.463,680,342846.95,3298,1764,3,1
2013-01-01,0.992493773,3,0.9,39846.2079,672.52,3122.725202,1668.834762,13444704,24823,6557,11865,16436,47.12,40.3,14154,56157,70311,31589,54000,8.4,68,62.3,5931697,730,340295.2521,970,1479,3,1
2013-02-01,1.00896135,3,0.809896336,40077.58188,665.41,3170.842619,1627.591,13450219.34,26740.41252,6467.282512,14822.79139,19640.7921,46.77303534,40.32101974,14154,56157,70311,31589,54000,8.5,67.8,62.1,5937997.433,942,355104.189,2713,1832,3,1
2013-03-01,1.0247883,3,0.711148665,40214.34611,643.7975,3230.890003,1589.8995,13457499.71,29170.32841,6186.982352,18198.40459,22717.08727,46.48986898,40.33893976,14154,56157,70311,31589,54000,8.3,67.7,62.1,5943634.767,1266,367594.6177,1723,1245,3,1
2013-04-01,1.018539714,3,0.7,40257.03717,627.6775,3248.444103,1483.798,13467829,30392,6425,20640,24648,46.2098224,40.35760006,14154,56157,70311,31589,54000,8.1,68.3,62.7,5949817.002,1455,382668.2591,1133,3780,3,1
2013-05-01,1.021275682,3,0.80571647,40348.90128,612.818,3434.499523,1415.45,13480052.22,29756.00774,7323.671581,21383.45213,24779.96538,45.97228691,40.37447805,14154,56157,70311,31589,54000,7.9,68.1,62.8,5955740.678,1499,372767.7872,2355,3572,3,1
2013-06-01,1.03095065,3,1.003539965,40251.73984,598.73,3420.736511,1335.8695,13494882.04,27522.3231,8716.933236,20599.94214,23274.10363,45.76142682,40.39069892,14154,56157,70311,31589,54000,8.1,68.5,63,5961800.708,1312,369106.3971,2099,1298,3,1
2013-07-01,1.041287783,3,1.1,40354.01974,579.452,3555.775468,1282.097826,13510781,25553,9231,19031,21093,45.590846,40.40521617,14154,56157,70311,31589,54000,8,68.3,62.8,5967606.121,1332,365184.7725,2024,1357,3,1
2013-08-01,1.0408575,3,1.069721368,40658.01161,594.445,3639.270009,1346.954348,13528706.82,24019.12119,8674.167691,16693.64725,18243.5701,45.44407869,40.41981133,14154,56157,70311,31589,54000,7.9,68.4,63.1,5973460.247,1280,357571.9953,2782,589,3,1
2013-09-01,1.035215571,3,0.940692675,40904.15912,591.0475,3727.969019,1348.495238,13546956.99,23025.4027,7259.423661,13874.38837,15088.67321,45.32123513,40.43496183,14154,56157,70311,31589,54000,8.1,68.5,63,5979067.631,1183,366501.4818,2246,1451,3,1
2013-10-01,1.036120652,3,0.9,41072.04181,591.222,3843.623057,1311.051304,13558528,22743,6399,12002,13348,45.22512031,40.45015434,14154,56157,70311,31589,54000,8.1,68,62.5,5984258.994,1347,384441.3987,3034,1549,3,1
2013-11-01,1.048297667,3,0.974228252,41122.86527,581.3875,3954.125501,1272.846818,13563139.12,23180.20698,6253.468323,11167.81968,13169.10727,45.14932659,40.46640172,14154,56157,70311,31589,54000,8,68.1,62.6,5989380.428,1081,385968.3867,2135,1569,3,1
2013-12-01,1.0639667,3,1.151637387,40877.71777,573.3225,4075.538074,1221.196,13561786.96,24230.97376,6698.256468,11418.57022,14504.28263,45.09874388,40.48265574,14154,56157,70311,31589,54000,8.4,68.2,62.4,5994101.517,799,367375.8936,1949,2323,3,1
2014-01-01,1.093626318,3,1.4,40897.03136,581.348,4156.781878,1238.755238,13562583,25472,6914,12726,17067,45.07,40.5,14843,57527,72370,33385,52800,8.1,67.5,62,5998737,767,366020.5137,2161,1101,3,1
2014-02-01,1.10508995,3,1.707168101,41219.49361,565.885,4192.368986,1293.863,13566967.41,26789.04856,6741.178795,15091.48427,20769.91483,45.0651667,40.51790169,14843,57527,72370,33385,52800,8,68.1,62.6,6003125.525,1031,372627.6547,2750,1518,3,1
2014-03-01,1.11067781,3,2.010546612,41279.45528,565.215,4289.511951,1333.0905,13573771.9,27905.50408,6378.889229,17901.52853,24700.23493,45.08135279,40.53455009,14843,57527,72370,33385,52800,7.7,67.7,62.5,6006877.088,1331,384865.432,829,1579,3,1
2014-04-01,1.09910485,3,2.2,41411.75958,579.61,4131.049049,1295.176842,13582747,28075,6659,20079,26894,45.12202671,40.55351271,14843,57527,72370,33385,52800,7.5,67.6,62.5,6010795.595,1505,384758.4159,2725,2230,3,1
2014-05-01,1.088716571,3,2.209572258,41614.39024,589.055,4130.021891,1285.973636,13592609.16,27018.46487,7753.21994,20990.70606,26421.40373,45.18415462,40.57239437,14843,57527,72370,33385,52800,8,67,61.6,6014352.562,1565,401809.0173,2113,1804,3,1
2014-06-01,1.083528238,3,2.074491696,41821.20093,588.27,4323.995233,1275.398,13604169.26,24872.51715,9444.606365,20705.65678,23599.18423,45.27187839,40.59245387,14843,57527,72370,33385,52800,8.3,66.4,60.9,6017785.119,1578,390568.4791,1389,2307,3,1
2014-07-01,1.072748261,3,2,41747.95935,597.786,4437.13683,1308.402609,13617553,22952,9977,19289,20588,45.37953841,40.61239704,14843,57527,72370,33385,52800,8.8,66.6,60.7,6020871.812,1527,379001.8874,2552,3227,3,1
2014-08-01,1.092484571,3,2.015721217,41719.777,594.4475,4459.620931,1290.832727,13633806.02,21335.93308,9096.003076,16654.5216,17535.34996,45.504652,40.63234797,14843,57527,72370,33385,52800,8.2,66.2,60.7,6024092.663,1344,370899.0089,1240,923,3,1
2014-09-01,1.100465045,3,2.086731222,42054.26132,583.425,4553.286668,1238.254286,13651110.66,20093.7151,7098.896113,13233.79085,14762.1152,45.63236638,40.65019712,14843,57527,72370,33385,52800,8,66,60.8,6027671.534,1376,395505.1235,1408,927,3,1
2014-10-01,1.121630304,3,2,42154.12195,562.998,4400.012207,1219.830435,13661314,19244,5913,11332,13518,45.75841346,40.66546636,14843,57527,72370,33385,52800,7.8,66.5,61.4,6031476.514,1455,390429.4784,1491,2165,3,1
2014-11-01,1.13343115,3,1.715532473,42132.89895,560.3475,4681.58473,1170.534286,13663855.9,18729.56092,5756.754423,11177.03467,13913.0207,45.89119639,40.67917364,14843,57527,72370,33385,52800,8,66.3,61.1,6035761.268,1199,394225.0183,1914,1199,3,1
2014-12-01,1.152844048,3,1.296604471,42163.64925,552.566,4735.225897,1194.953333,13659914.9,18687.86286,6450.185456,12654.55094,15780.49017,46.02214852,40.69043461,14843,57527,72370,33385,52800,7.7,65.5,60.4,6040249.361,924,387611.5866,2119,1830,3,1
2015-01-01,1.208578048,2.9625,1,41960.13008,545.015,4684.040991,1244.598095,13657737,19777,6835,15075,18350,46.16,40.7,15650,58866,74516,35139,52400,7.2,65.7,60.9,6045240,809,382458.4944,2698,11080,2.85,0.75
2015-02-01,1.25102025,2.85,0.889099068,41982.24739,540.3775,4838.567331,1226.48619,13658894.66,22126.44098,6683.036548,18273.18911,21421.489,46.3004273,40.7074605,15650,58866,74516,35139,52400,7.3,66.1,61.3,6050589.366,1153,369655.2567,1391,4525,2.85,0.75
2015-03-01,1.260657318,2.85,0.930051837,41938.9036,530.7375,4938.523704,1175.008095,13662763.4,25101.33114,6247.514533,21609.31439,24385.79781,46.42947883,40.71238983,15650,58866,74516,35139,52400,7,66.2,61.6,6055729.387,1506,398336.5445,3353,3699,2.85,0.75
2015-04-01,1.2352515,2.85,1,41890.67131,537.35,4983.900414,1195.525789,13669860,27699,6596,24225,26160,46.57480849,40.71584425,15650,58866,74516,35139,52400,7,66.2,61.5,6061761.493,1706,407612.2145,2040,2035,2.85,0.75
2015-05-01,1.21706825,2.85,1.07182524,41831.76539,547.905,5027.361987,1193.265,13679493.98,29261.25957,7945.050687,25432.97454,26101.02273,46.71790263,40.7171831,15650,58866,74516,35139,52400,6.9,66.9,62.2,6067940.573,1762,422947.0346,3623,3428,2.85,0.75
2015-06-01,1.235549227,2.85,1.146787086,42019.80256,530.035,5077.715931,1178.388095,13692266.27,29906.61653,10049.77153,25254.34386,24304.49678,46.86830084,40.71649564,15650,58866,74516,35139,52400,6.7,67,62.5,6074678.563,1906,418598.7408,1658,3843,2.85,0.75
2015-07-01,1.28457787,2.79,1.2,42090.41463,508.948,5085.609974,1127.38913,13707118,29675,10872,23363,21452,47.01630003,40.71382623,15650,58866,74516,35139,52400,6.5,67.5,63.1,6081540.756,1730,394503.6272,1154,2459,2.7,0.5
2015-08-01,1.314006524,2.7,1.231482688,42307.74332,485.93,4940.153785,1113.267143,13724997.94,28565.32493,10131.71955,19573.42757,17452.92853,47.16923755,40.71019016,15650,58866,74516,35139,52400,7.2,68,63.1,6088828.77,1475,406587.0217,4771,1487,2.7,0.5
2015-09-01,1.326235955,2.7,1.248309651,42165.3554,487.764,4754.878581,1120.324286,13744241.43,26899.65413,8123.335669,14531.70697,12862.8617,47.31917145,40.70708155,15650,58866,74516,35139,52400,7.1,67.4,62.6,6096131.685,1444,418602.8636,4314,3348,2.7,0.5
2015-10-01,1.307161545,2.7,1.3,42124.98722,492.9,4864.034513,1152.250455,13757688,26515,6832,11738,10412,47.46140271,40.70457834,15650,58866,74516,35139,52400,7,67.3,62.6,6103212.827,1587,406792.3296,2926,1039,2.7,0.5
2015-11-01,1.327261476,2.7,1.398115207,42215.38095,472.11,5077.859033,1085.305238,13765169.61,27674.5364,6477.375033,11544.93506,10356.83576,47.6054134,40.70251367,15650,58866,74516,35139,52400,7.2,67.4,62.5,6110544.273,1351,415315.8986,3811,1454,2.7,0.5
2015-12-01,1.370088818,2.7,1.523156575,42236.55168,460.52,5047.629084,1064.723333,13767561.46,30019.75722,6904.846561,13698.02669,12428.44516,47.74191252,40.70102073,15650,58866,74516,35139,52400,7.1,67.6,62.8,6117653.025,1038,400087.789,826,3429,2.7,0.5
2016-01-01,1.42239985,2.7,1.6,42432.02207,456.7375,4624.008943,1090.861579,13773629,31909,7018,16649,15038,47.88,40.7,16227,60903,77130,36535,52000,7.1,67.6,62.7,6125013,897,416103.8907,1679,3077,2.7,0.5
2016-02-01,1.380749905,2.7,1.609788262,42362.55517,475.025,4462.558496,1190.085714,13784777.62,32957.37442,6610.783557,20057.62749,17837.95198,48.01507732,40.6995098,16227,60903,77130,36535,52000,7.4,66.9,61.9,6132387.474,1439,435579.1946,2856,1675,2.7,0.5
2016-03-01,1.324320714,2.7,1.56451136,42195.06969,490.196,4739.349055,1240.9285,13799375.8,33141.24589,5924.95812,23475.1078,20436.76216,48.13871486,40.69953152,16227,60903,77130,36535,52000,7.2,66.8,62,6139299.302,1808,416250.7948,3730,2280,2.7,0.5
2016-04-01,1.283968,2.7,1.5,42282.30662,494.885,4891.967634,1236.149,13816545,32247,5981,26128,21899,48.26796607,40.70006815,16227,60903,77130,36535,52000,7.6,67.5,62.4,6146701.839,1997,436544.8097,2131,752,2.7,0.5
2016-05-01,1.293196409,2.7,1.428313858,41923.32288,502.585,4780.335635,1255.700909,13834245.98,30270.93171,6986.481929,27516.02129,21816.64733,48.39018182,40.70109261,16227,60903,77130,36535,52000,6.7,66.7,62.2,6153879.389,2137,442520.4792,2462,2807,2.7,0.5
2016-06-01,1.289370182,2.7,1.349956848,42235.4158,503.48,4853.030007,1271.073333,13853875,27301.1115,8706.661186,27593.01184,20276.70274,48.51350982,40.70267318,16227,60903,77130,36535,52000,5.5,66.1,62.4,6161310.455,2182,448001.901,3692,1117,2.7,0.5
2016-07-01,1.303581381,2.7,1.3,42466.35772,525.6425,5015.59956,1334.161429,13875394,24778,9316,25566,17904,48.62999342,40.70470791,16227,60903,77130,36535,52000,6.8,66.5,62,6168515.615,1882,427074.3576,2801,2604,2.7,0.5
2016-08-01,1.298470913,2.7,1.280395847,42675.5935,510.182,5215.641283,1336.092609,13900453.79,22753.19815,8553.346108,21161.15708,14632.8477,48.76076136,40.70657843,16227,60903,77130,36535,52000,7.3,66.5,61.6,6176091.409,1964,446612.1197,2600,2222,2.7,0.5
2016-09-01,1.309056636,2.7,1.300975683,42915.60743,501.3825,5248.722377,1321.890952,13926966.22,21396.65375,6691.735527,15136.70075,10969.35245,48.91704204,40.70737009,16227,60903,77130,36535,52000,7.3,66.5,61.6,6183929.719,1787,446293.8786,1920,3522,2.7,0.5
2016-10-01,1.323625857,2.7,1.4,42816.61905,496.235,5266.222354,1264.311905,13946431,21128,5534,11659,9405,49.09258708,40.70710821,16227,60903,77130,36535,52000,6.9,65.9,61.3,6191765.252,1895,459198.9166,3056,3258,2.7,0.5
2016-11-01,1.344488591,2.7,1.590786301,43007.21719,506.164,5256.83717,1236.922727,13958900.25,21996.38397,5280.842676,11136.51221,10222.61324,49.29909949,40.70577533,16227,60903,77130,36535,52000,6.8,65.7,61.2,6200120.378,1718,471255.8475,1155,2323,2.7,0.5
2016-12-01,1.334670238,2.7,1.826070571,43060.52962,495.57,5415.379441,1151.3215,13964742.89,23751.3887,5774.765949,13288.86807,13048.71398,49.52325587,40.70345743,16227,60903,77130,36535,52000,7.1,65.8,61.2,6208456.057,1238,466591.6502,2703,2103,2.7,0.5
2017-01-01,1.322053591,2.7,1.9,43254.84785,498.9675,5554.260522,1189.9555,13971785,25278,5947,16269,16039,49.78,40.7,17029,61262,78291,37636,53400,7.2,66.4,61.6,6217328,1125,471409.2907,3745,3505,2.7,0.5
2017-02-01,1.3100417,2.7,1.765245512,43391.49826,531.185,5753.894711,1229.7995,13981080.67,26308.84962,5592.967874,19687.68882,18763.56215,50.06227172,40.69546288,17029,61262,78291,37636,53400,6.9,66.5,61.9,6226462.588,1632,515424.0901,2162,2782,2.7,0.5
2017-03-01,1.338945478,2.7,1.499759388,43548.30894,520.612,5861.014755,1228.531739,13991548.05,26847.00876,4952.956713,22913.13858,20849.14478,50.33916834,40.69043682,17029,61262,78291,37636,53400,7,66.5,61.9,6234938.931,2324,550299.4484,2573,1743,2.7,0.5
2017-04-01,1.343575167,2.7,1.3,43740.86179,524.595,5913.897384,1267.192,14006386,27244,4830,24933,21697,50.67002484,40.6838448,17029,61262,78291,37636,53400,6.3,66.1,61.9,6244573.391,2148,578279.6443,2230,2299,2.7,0.5
2017-05-01,1.360349864,2.7,1.240338905,43968.93612,520.938,6120.86772,1243.781739,14024144.94,27466.01128,5443.286881,25070.54783,20892.77655,51.01451422,40.67643743,17029,61262,78291,37636,53400,7,66.8,62.1,6254147.134,2038,564807.5358,1513,1296,2.7,0.5
2017-06-01,1.330603136,2.7,1.302356832,44096,521.2075,6229.75091,1259.194545,14045959.35,27600.31501,6612.218872,23500.06773,18608.78574,51.39560244,40.66772086,17029,61262,78291,37636,53400,6.5,66,61.7,6264298.41,1702,552679.1163,2552,1875,2.7,0.5
2017-07-01,1.272122381,2.825,1.4,44051.89547,522.27,6291.724976,1233.26,14070141,28050,7003,21261,16276,51.78870317,40.65825747,17029,61262,78291,37636,53400,6.8,66.1,61.6,6274372.299,1345,532501.9822,2597,743,2.95,0.75
2017-08-01,1.261092435,2.95,1.525336089,44092.5029,546.944,6310.580864,1279.465652,14098252.56,28917.51691,6420.198065,18369.18928,13964.82649,52.19382371,40.64798869,17029,61262,78291,37636,53400,5.7,66,62.3,6284942.158,1476,540168.769,3986,2701,2.95,0.75
2017-09-01,1.228691524,3.1375,1.670128263,44262.2741,562.0925,6427.7125,1314.285714,14128080.54,30141.84067,5073.748922,15183.64006,11898.38845,52.56667663,40.63790276,17029,61262,78291,37636,53400,5.8,66.3,62.4,6295557.96,1362,554068.9743,2026,2627,3.2,1
2017-10-01,1.259105318,3.2,1.8,44216.80604,558.785,6599.952725,1278.313636,14150783,31385,4322,13392,10900,52.89671446,40.6283177,17029,61262,78291,37636,53400,6.1,66.6,62.6,6305874.819,1485,555004.0182,1556,2489,3.2,1
2017-11-01,1.276007273,3.2,1.918878536,44436.44599,561.078,6790.117141,1279.655909,14166591.43,32683.60696,4325.012663,13133.08957,11029.4312,53.20593972,40.6185945,17029,61262,78291,37636,53400,6,66.7,62.7,6316580.526,1606,555395.6843,4117,1759,3.2,1
2017-12-01,1.276501158,3.2,2.01831505,44552.41812,550.13,6895.895996,1262.8315,14175744.62,33951.80639,4981.125099,14341.99125,12286.09805,53.47440239,40.60936047,17029,61262,78291,37636,53400,6.3,67.2,63,6326984.389,1125,532700.2853,1667,1941,3.2,1
2018-01-01,1.243290727,3.3,2.1,44460.52265,575.312,7266.519554,1327.959545,14186830,35261,5691,16582,14803,53.72,40.6,17525,61737,79262,38753,55600,5.7,66.2,62.4,6337780,899,543278.6463,3361,2546,3.45,1.25
2018-02-01,1.25746985,3.45,2.159455075,44757.3252,576.915,7167.508404,1331.0155,14200891.11,36566.71516,6326.721229,19743.33708,18566.37788,53.93326224,40.59082387,17525,61737,79262,38753,55600,5.6,66,62.3,6348621.3,1142,570275.0517,5322,2841,3.45,1.25
2018-03-01,1.292402476,3.45,2.202644733,44898.11382,567.0375,7325.14481,1323.708636,14216126.83,37620.52767,6827.720787,23089.28627,22585.05293,54.09809326,40.58269419,17525,61737,79262,38753,55600,5.8,65.9,62,6358452.713,1573,590184.0477,2624,2524,3.45,1.25
2018-04-01,1.2726236,3.45,2.3,44886.44019,582.07,7101.215309,1332.658571,14235643,37776,7234,25192,24504,54.249814,40.57386889,17525,61737,79262,38753,55600,6.1,65.7,61.7,6369380.969,1574,601210.9187,2599,2023,3.45,1.25
2018-05-01,1.286619773,3.45,2.453301491,45149.35192,584.758,7319.598167,1301.403043,14257154.37,36778.89732,7468.210143,25290.45481,23328.7952,54.36585294,40.5655038,17525,61737,79262,38753,55600,6.4,66,61.7,6380000.204,1742,603081.8817,1446,3201,3.45,1.25
2018-06-01,1.312512238,3.45,2.644425058,45271.03136,586.69,7644.267624,1279.747143,14282076.59,34790.0249,7504.158789,23594.6699,19504.54283,54.45394602,40.55704123,17525,61737,79262,38753,55600,6.4,66.2,62,6391018.365,1593,605529.6855,5378,1566,3.45,1.25
2018-07-01,1.314115591,3.6375,2.7,45345.52265,560.5325,7751.303362,1236.059091,14308697,33229,7102,21370,16252,54.50840981,40.54902716,17525,61737,79262,38753,55600,5.6,65.8,62.1,6401724.603,1415,582547.3986,2922,1906,3.7,1.5
2018-08-01,1.304292348,3.7,2.595387067,45532.41696,546.154,7876.03176,1198.78913,14338771.84,32219.03308,6193.116754,18671.58933,13877.78181,54.53287524,40.54083193,17525,61737,79262,38753,55600,6.3,65.2,61.1,6412687.509,1388,585355.5893,2464,2083,3.7,1.5
2018-09-01,1.3046997,3.7,2.349228447,45613.89895,539.5675,7986.83473,1196.040526,14370017.76,31719.02796,4957.329969,15763.76759,12461.19479,54.5250053,40.53261061,17525,61737,79262,38753,55600,6.4,65.4,61.2,6423375.884,1282,615581.6841,3166,3441,3.7,1.5
2018-10-01,1.300547826,3.75,2.1,45698.48664,543.662,7565.364789,1211.646957,14393683,31170,4383,13802,11760,54.48660165,40.52462942,17525,61737,79262,38753,55600,6.3,65.9,61.7,6433457.727,1519,603153.2923,4422,2360,3.95,1.75
